date,trips
2018-08-26,714997
2018-08-27,639313
2018-08-28,679464
2018-08-29,710280
2018-08-30,715951
2018-08-31,763335
2018-09-01,1
2018-09-01,765157
2018-09-02,718230
2018-09-03,625963
2018-09-04,679500
2018-09-05,708349
2018-09-06,775655
2018-09-07,802185
2018-09-08,861665
2018-09-09,794728
2018-09-10,694645
2018-09-11,634476
2018-09-12,739789
2018-09-13,739798
2018-09-14,796939
2018-09-15,849761
2018-09-16,757445
2018-09-17,666300
2018-09-18,698356
2018-09-19,628016
2018-09-20,723723
2018-09-21,795987
2018-09-22,856122
2018-09-23,730451
2018-09-24,604335
2018-09-25,702105
2018-09-26,679144
2018-09-27,703894
2018-09-28,808498
2018-09-29,862032
2018-09-30,748488
2018-10-01,623629
2018-10-02,652572
2018-10-03,692432
2018-10-04,750860
2018-10-05,786640
2018-10-06,869891
2018-10-07,760153
2018-10-08,618433
2018-10-09,659264
2018-10-10,694126
2018-10-11,787518
2018-10-12,811559
2018-10-13,896146
2018-10-14,764557
2018-10-15,667199
2018-10-16,683502
2018-10-17,709519
2018-10-18,762260
2018-10-19,811594
2018-10-20,885941
2018-10-21,802646
2018-10-22,676163
2018-10-23,677324
2018-10-24,716242
2018-10-25,760264
2018-10-26,846425
2018-10-27,1040000
