date,trips
2017-02-12,37440
2017-02-13,33003
2017-02-14,36756
2017-02-15,35019
2017-02-16,38120
2017-02-17,40717
2017-02-18,43401
2017-02-19,37731
2017-02-20,30126
2017-02-21,29585
2017-02-22,31605
2017-02-23,35501
2017-02-24,41064
2017-02-25,48568
2017-02-26,39830
2017-02-27,32667
2017-02-28,31920
2017-03-01,34934
2017-03-02,39160
2017-03-03,46178
2017-03-04,50108
2017-03-05,37709
2017-03-06,32265
2017-03-07,33137
2017-03-08,34098
2017-03-09,38011
2017-03-10,43503
2017-03-11,48082
2017-03-12,37706
2017-03-13,36921
2017-03-14,7542
2017-03-15,35254
2017-03-16,39629
2017-03-17,43124
2017-03-18,48041
2017-03-19,36443
2017-03-20,30287
2017-03-21,31072
2017-03-22,36846
2017-03-23,35665
2017-03-24,40087
2017-03-25,44789
2017-03-26,37276
2017-03-27,30181
2017-03-28,34047
2017-03-29,32880
2017-03-30,36392
2017-03-31,46460
2017-04-01,44018
2017-04-02,37649
2017-04-03,31157
2017-04-04,32544
2017-04-05,34044
2017-04-06,38003
2017-04-07,43085
2017-04-08,45477
2017-04-09,38176
2017-04-10,28566
2017-04-11,30090
2017-04-12,30466
2017-04-13,33516
2017-04-14,35965
2017-04-15,42129
2017-04-16,37216
2017-04-17,27280
2017-04-18,30027
2017-04-19,34363
2017-04-20,34678
2017-04-21,41216
2017-04-22,43650
2017-04-23,36181
2017-04-24,29871
2017-04-25,35461
2017-04-26,31774
2017-04-27,34276
2017-04-28,39685
2017-04-29,43959
2017-04-30,36322
2017-05-01,29674
2017-05-02,30754
2017-05-03,32698
2017-05-04,35408
2017-05-05,41048
2017-05-06,43924
2017-05-07,36136
2017-05-08,28918
2017-05-09,31092
2017-05-10,32093
2017-05-11,34095
2017-05-12,39165
2017-05-13,45982
2017-05-14,37312
2017-05-15,28911
2017-05-16,29922
2017-05-17,32537
2017-05-18,36533
2017-05-19,40345
2017-05-20,46060
2017-05-21,36892
2017-05-22,30229
2017-05-23,29054
2017-05-24,31654
2017-05-25,34061
2017-05-26,35726
2017-05-27,36431
2017-05-28,31649
2017-05-29,23729
2017-05-30,27878
2017-05-31,29553
2017-06-01,32191
2017-06-02,37528
2017-06-03,41219
2017-06-04,34486
2017-06-05,27776
2017-06-06,29619
2017-06-07,30147
2017-06-08,31945
2017-06-09,36005
2017-06-10,41417
2017-06-11,34987
2017-06-12,28340
2017-06-13,29296
2017-06-14,30955
2017-06-15,31962
2017-06-16,35700
2017-06-17,39386
2017-06-18,32932
2017-06-19,29926
2017-06-20,28842
2017-06-21,29309
2017-06-22,30674
2017-06-23,35178
2017-06-24,37497
2017-06-25,27912
2017-06-26,25492
2017-06-27,30041
2017-06-28,29119
2017-06-29,31081
2017-06-30,35505
2017-07-01,34537
2017-07-02,28040
2017-07-03,25744
2017-07-04,23786
2017-07-05,26396
2017-07-06,27114
2017-07-07,31805
2017-07-08,34461
2017-07-09,29934
2017-07-10,25583
2017-07-11,26656
2017-07-12,28083
2017-07-13,30876
2017-07-14,33335
2017-07-15,36480
2017-07-16,31378
2017-07-17,26202
2017-07-18,26472
2017-07-19,29096
2017-07-20,30881
2017-07-21,34175
2017-07-22,36501
2017-07-23,29268
2017-07-24,25247
2017-07-25,24887
2017-07-26,26938
2017-07-27,29367
2017-07-28,32425
2017-07-29,34925
2017-07-30,29789
2017-07-31,24402
2017-08-01,26092
2017-08-02,27887
2017-08-03,29123
2017-08-04,32222
2017-08-05,33699
2017-08-06,28337
2017-08-07,25420
2017-08-08,24455
2017-08-09,26213
2017-08-10,28290
2017-08-11,31270
2017-08-12,34086
2017-08-13,29067
2017-08-14,23124
2017-08-15,24579
2017-08-16,26230
2017-08-17,27221
2017-08-18,30629
2017-08-19,34678
2017-08-20,29269
2017-08-21,22683
2017-08-22,24508
2017-08-23,25957
2017-08-24,26844
2017-08-25,29833
2017-08-26,34528
2017-08-27,29104
2017-08-28,23113
2017-08-29,26394
2017-08-30,25299
2017-08-31,27178
2017-09-01,26346
2017-09-02,30461
2017-09-03,24989
2017-09-04,23105
2017-09-05,25541
2017-09-06,28823
2017-09-07,29375
2017-09-08,32954
2017-09-09,36525
2017-09-10,30393
2017-09-11,25277
2017-09-12,26293
2017-09-13,27399
2017-09-14,30201
2017-09-15,33365
2017-09-16,35528
2017-09-17,30227
2017-09-18,26231
2017-09-19,27869
2017-09-20,27473
2017-09-21,27737
2017-09-22,31851
2017-09-23,34967
2017-09-24,29077
2017-09-25,25458
2017-09-26,27049
2017-09-27,27980
2017-09-28,29737
2017-09-29,33279
2017-09-30,36763
2017-10-01,30053
2017-10-02,25164
2017-10-03,26405
2017-10-04,27699
2017-10-05,30015
2017-10-06,32946
2017-10-07,36430
2017-10-08,30468
2017-10-09,22621
2017-10-10,26763
2017-10-11,28712
2017-10-12,30431
2017-10-13,32898
2017-10-14,36263
2017-10-15,29970
2017-10-16,26904
2017-10-17,26988
2017-10-18,27943
2017-10-19,29490
2017-10-20,33305
2017-10-21,35758
2017-10-22,28987
2017-10-23,25816
2017-10-24,27081
2017-10-25,28130
2017-10-26,31756
2017-10-27,34110
2017-10-28,37226
